"date";"portal";"title";"position";"link";"fontSize";"Nazwisko"
2015-04-12;http://www.wp.pl;Sondaż TNS dla  Wiadomości : Bronisław Komorowski zwiększa przewagę;1;/kat,140394,title,Sondaz-TNS-dla-Wiadomosci-Bronislaw-Komorowski-zwieksza-przewage,wid,17443243,wiadomosc.html;18;komorowski
2015-04-12;http://www.tvn24.pl/;OdtwÃ³rz: BronisÅ<U+0082>aw Komorowski rusza do Åodzi;1;http://www.tvn24.pl/komorowski-rusza-do-lodzi-i-zapowiada-podsumowanie-kadencji,532605,s.html;14;komorowski
2015-04-12;http://natemat.pl/;Kampania Bronislawa Komorowskiego przyspiesza. Prezydent chce  zdobyc internety;1;http://natemat.pl/139327,bronislaw-komorowski-w-kolejnej-fazie-kampanii-chce-zdobyc-internety;24;komorowski
2015-04-12;http://natemat.pl/;Ponowne uderzenie w Komorowskiego. Duda zapowiada nowy etap kampanii;1;http://natemat.pl/139299,ponowne-uderzenie-w-komorowskiego-i-jego-niezrealizowane-obietnice-duda-zapowiada-nowy-etap-kampanii;24;komorowski
2015-04-12;http://www.gazeta.pl;Nowy sondaż TNS: Komorowski 46 proc., Duda tylko 24. Kukiz na podium;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17740244,Wybory_prezydenckie_2015__Sondaz_TNS__Komorowski_46.html;14;komorowski
2015-04-12;http://www.wp.pl;Komorowski: bezpieczeństwo dotyczy każdej polskiej rodziny, każdego obywatela;1;/kat,140394,title,Komorowski-bezpieczenstwo-dotyczy-kazdej-polskiej-rodziny-kazdego-obywatela,wid,17443304,wiadomosc.html;18;komorowski
2015-04-12;http://natemat.pl/;W Lodzi wiecej kobiet niz mezczyzn . Komorowski zartuje:  Dla mezczyzn to eldorado;1;http://natemat.pl/139373,w-lodzi-wiecej-kobiet-niz-mezczyzn-komorowski-zartuje-dla-mezczyzn-to-eldorado-a-prawica-na-to-wiocha;24;komorowski
2015-04-12;http://www.gazeta.pl;O spocie Komorowskiego:  Wreszcie użyto tego słowa;1;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17740127,Nowy_spot_Komorowskiego__Z_jednej_strony_rodzina_.html;14;komorowski
2015-04-12;http://www.tvn24.pl/;Tutaj na 100 mÄ<U+0099>Å¼czyzn przypada 120 kobiet . Komorowski: eldorado;1;http://fakty.tvn24.pl/ogladaj-online,60/dwa-nowe-spoty-komorowski-o-bezpieczenstwie-duda-o-oszustwie,532737.html;14;komorowski
2015-04-12;http://www.gazeta.pl;Komorowski zapowiada:  Szybko podpiszę konwencję;1;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17741050,Wybory_prezydenckie_2015__W_Lodzi_na_100_mezczyzn.html;14;komorowski
2015-04-12;http://www.wp.pl;Incydent w Łódzkiem. Tramwaj z prezydentem Bronisławem Komorowskim wypadł z szyn;1;/kat,140394,title,Incydent-w-Lodzkiem-Tramwaj-z-prezydentem-Bronislawem-Komorowskim-wypadl-z-szyn,wid,17443753,wiadomosc.html;18;komorowski
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Duda;1;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;24;komorowski
2015-04-12;http://wyborcza.pl/0,0.html?piano_d=1;Andrzej Duda, człowiek z mgły krakowskiej i smoleńskiej. Kim naprawdę jest kandydat PiS?;4;http://wyborcza.pl/magazyn/1,144508,17734536,Czlowiek_z_mgly.html;30;duda
2015-04-12;http://www.newsweek.pl/;Obiecal i oszukal : Duda rozlicza Komorowskiego [WIDEO];4;http://polska.newsweek.pl/obiecal-i-oszukal-nowy-spot-wyborczy-dudy-uderza-w-komorowskiego,artykuly,360926,1.html;21;duda
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Andrzejem Duda;4;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;42;duda
2015-04-12;http://wyborcza.pl/0,0.html?piano_d=1;SKOK promuje Andrzeja Dudę;3;http://wyborcza.pl/1,75968,17735378,SKOK_promuje_Andrzeja_Dude.html;19;duda
2015-04-12;http://www.wp.pl;Nowy spot sztabu Andrzeja Dudy pojawil sie w sieci i zniknal. Przez blad?;3;http://wiadomosci.wp.pl/kat,1342,title,Nowy-spot-sztabu-Andrzeja-Dudy-pojawil-sie-w-sieci-i-zniknal-PiS-przystepuje-do-ofensywy,wid,17443370,wiadomosc.html;21;duda
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Andrzejem Duda;3;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;24;duda
2015-04-12;http://www.gazeta.pl;Spot Dudy pojawiał się i znikał. Jak zwykle o Komorowskim.  Czy na pewno ten człowiek...;3;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17740221,Nowy_spot_Dudy_uderza_w_Komorowskiego___Obiecal_i.html;20;duda
2015-04-12;http://www.newsweek.pl/;Obiecal i oszukal : Duda rozlicza Komorowskiego [WIDEO];3;http://polska.newsweek.pl/obiecal-i-oszukal-nowy-spot-wyborczy-dudy-uderza-w-komorowskiego,artykuly,360926,1.html;21;duda
2015-04-12;http://natemat.pl/;Kosciól „lagiewnicki” za Andrzejem Duda?;3;http://natemat.pl/139375,kosciol-lagiewnicki-za-andrzejem-duda-kandydat-zabiega-o-wsparcie-liberalnego-do-tej-pory-ks-dziwisza;24;duda
2015-04-12;http://www.tvp.info/;„Kaczynski bardzo miarkowal swoje slowa. Wie, ze gdyby poszli ostrzej, odebraliby Dudzie centrowych wyborców”;2;http://www.tvp.info.pl/19621388/kaczynski-bardzo-miarkowal-swoje-slowa-wie-ze-gdyby-poszli-ostrzej-odebraliby-dudzie-centrowych-wyborcow;18;duda
2015-04-12;http://natemat.pl/;Ponowne uderzenie w Komorowskiego. Duda zapowiada nowy etap kampanii;2;http://natemat.pl/139299,ponowne-uderzenie-w-komorowskiego-i-jego-niezrealizowane-obietnice-duda-zapowiada-nowy-etap-kampanii;24;duda
2015-04-12;http://wyborcza.pl/0,0.html?piano_d=1;Nałęcz: Duda skompromitowany. Gowin: To sztab prezydenta ujawnił stenogramy;2;http://wyborcza.pl/1,75478,17740327,Nalecz__Duda_skompromitowany__Gowin__To_sztab_prezydenta.html;20;duda
2015-04-12;http://www.wp.pl;5 min.Blad w spocie Dudy? Film zniknal na godzine;2;http://wiadomosci.wp.pl/kat,1025897,title,Nowy-spot-sztabu-Andrzeja-Dudy-pojawil-sie-w-sieci-i-zniknal-PiS-przystepuje-do-ofensywy,wid,17443370,wiadomosc.html;14;duda
2015-04-12;http://www.onet.pl/;Oto przyczyna sondazowego spadku A. Dudy?;2;http://wiadomosci.onet.pl/kraj/sondaz-andrzej-duda-stracil-za-sprawa-rocznicy-tragedii-smolenskiej/jkfv68;12;duda
2015-04-12;http://www.tvp.info/;Tylko u nas   „Lech Kaczynski mial poczatkowo mniejsze poparcie od Dudy, a wygral wybory”;2;http://www.tvp.info.pl/19630575/lech-kaczynski-mial-poczatkowo-mniejsze-poparcie-od-dudy-a-wygral-wybory;18;duda
2015-04-12;http://www.wprost.pl/;Czarnecki o szansach Dudy: Lech Kaczyński miał niższe poparcie i...;2;http://www.wprost.pl/ar/502237/Czarnecki-o-szansach-Dudy-Lech-Kaczynski-mial-nizsze-poparcie-i-wygral/;12;duda
2015-04-12;http://natemat.pl/;Kosciól „lagiewnicki” za Andrzejem Duda?;2;http://natemat.pl/139375,kosciol-lagiewnicki-za-andrzejem-duda-kandydat-zabiega-o-wsparcie-liberalnego-do-tej-pory-ks-dziwisza;24;duda
2015-04-12;http://natemat.pl/;Awantura o selfie! Andrzej Duda na zdjeciu w rocznice katastrofy smolenskiej;1;http://natemat.pl/139291,awantura-o-selfie-andrzej-duda-pod-palacem-prezydenckim;24;duda
2015-04-12;http://www.wp.pl;Nowy spot sztabu Andrzeja Dudy pojawił się w sieci i zniknął. PiS przystępuje do ofensywy;1;/kat,140394,title,Nowy-spot-sztabu-Andrzeja-Dudy-pojawil-sie-w-sieci-i-zniknal-PiS-przystepuje-do-ofensywy,wid,17443370,wiadomosc.html;18;duda
2015-04-12;http://natemat.pl/;Ponowne uderzenie w Komorowskiego. Duda zapowiada nowy etap kampanii;1;http://natemat.pl/139299,ponowne-uderzenie-w-komorowskiego-i-jego-niezrealizowane-obietnice-duda-zapowiada-nowy-etap-kampanii;24;duda
2015-04-12;http://www.gazeta.pl;Nowy sondaż TNS: Komorowski 46 proc., Duda tylko 24. Kukiz na podium;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17740244,Wybory_prezydenckie_2015__Sondaz_TNS__Komorowski_46.html;14;duda
2015-04-12;http://www.gazeta.pl;Nowy spot Dudy po chwili zniknął. To przez  napewno ?;1;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17740221,Nowy_spot_Dudy_uderza_w_Komorowskiego___Obiecal_i.html;14;duda
2015-04-12;http://www.gazeta.pl;Duda: Konwencja każe wykorzenić pewne role;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17741336,Duda__ratyfikacja_konwencji_antyprzemocowej_to_zla.html;14;duda
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Duda;1;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;24;duda
2015-04-12;http://www.wp.pl;Komorowski zwieksza przewage, Kukiz wygrywa z Og�rek - najnowszy sondaz;3;http://wiadomosci.wp.pl/kat,1342,title,Sondaz-TNS-dla-Wiadomosci-Bronislaw-Komorowski-zwieksza-przewage,wid,17443243,wiadomosc.html;21;ogorek
2015-04-12;http://natemat.pl/;Aleksandra Jakubowska: Sojusz sie pogubil, lecz Magdalena Ogórek niezle sobie radzi;1;http://natemat.pl/139311,aleksandra-jakubowska-sld-sie-pogubilo-lecz-ogorek-niezle-sobie-radzi;24;ogorek
2015-04-12;http://www.onet.pl/;Janusz Kurczab nie zyje. Mial 77 lat;2;http://eurosport.onet.pl/alpinizm/zmarl-olimpijczyk-janusz-kurczab-szermierz-taternik-alpinista/mg59t4;12;korwin
2015-04-12;http://www.wp.pl;1 godz.Korwin-Mikke: Polska rzadza komunisci;2;http://wiadomosci.wp.pl/kat,1019395,title,Janusz-Korwin-Mikke-Polska-rzadza-komunisci,wid,17443881,wiadomosc.html;14;korwin
2015-04-12;http://natemat.pl/;Janusz Palikot;1;http://januszpalikot.natemat.pl/;24;korwin
2015-04-12;http://www.wp.pl;Janusz Korwin-Mikke: Polską rządzą komuniści;1;/kat,140394,title,Janusz-Korwin-Mikke-Polska-rzadza-komunisci,wid,17443881,wiadomosc.html;18;korwin
2015-04-12;http://www.tvp.info/;Sondaz TNS dla „Wiadomosci”:  Komorowski powieksza przewage, Kukiz zastapil Ogórek na podium;4;http://www.tvp.info.pl/19626911/sondaz-tns-dla-wiadomosci-komorowski-powieksza-przewage-kukiz-zastapil-ogorek-na-podium;22;kukiz
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Andrzejem Duda;4;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;42;kukiz
2015-04-12;http://natemat.pl/;Kukiz apeluje o filmowanie liczenia glosów i zabezpieczenie urn lancuchami;3;http://natemat.pl/139317,kukiz-apeluje-o-filmowanie-liczenia-glosow-i-chce-aby-urny-wyborcze-zabezpieczac-lancuchami;24;kukiz
2015-04-12;http://www.wp.pl;Komorowski zwieksza przewage, Kukiz wygrywa z Og�rek - najnowszy sondaz;3;http://wiadomosci.wp.pl/kat,1342,title,Sondaz-TNS-dla-Wiadomosci-Bronislaw-Komorowski-zwieksza-przewage,wid,17443243,wiadomosc.html;21;kukiz
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Andrzejem Duda;3;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;24;kukiz
2015-04-12;http://www.dziennik.pl;NOWY SONDAŻ gwarantuje drugą turę. A najwięcej zyskał Kukiz;3;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/487669,sondaz-tns-komorowski-przed-duda-bedzie-druga-tura-wyborow.html;28;kukiz
2015-04-12;http://www.tvp.info/;TNS dla „Wiadomosci”:  Komorowski powieksza przewage, Kukiz zastapil Ogórek na podium;3;http://www.tvp.info/19626911/sondaz-tns-dla-wiadomosci-komorowski-powieksza-przewage-kukiz-zastapil-ogorek-na-podium;18;kukiz
2015-04-12;http://natemat.pl/;„Bo tutaj jest jak jest” na pelny regulator? Fani Pawla Kukiza maja plan obejscia ciszy wyborczej;3;http://natemat.pl/139385,szykuje-sie-awantura-fani-pawla-kukiza-maja-plan-na-obejscie-ciszy-wyborczej;24;kukiz
2015-04-12;http://natemat.pl/;Kukiz wrócil do Internetu;3;http://natemat.pl/138097,google-naprawia-blad-kukiz-wraca-do-internetu-ale-nadal-zada-wyjasnien;24;kukiz
2015-04-12;http://wyborcza.pl/0,0.html?piano_d=1;Komorowski zwiększa przewagę nad Dudą, Kukiz wyparł z podium Ogórek [NOWY SONDAŻ];3;http://wyborcza.pl/1,75478,17740395,Sondaz__Komorowski_zwieksza_przewage__Kukiz_trzeci.html;19;kukiz
2015-04-12;http://www.onet.pl/;Nowy sondaz: Kukiz zastapil Ogórek na podium;2;http://wiadomosci.onet.pl/kraj/sondaz-tns-dla-tvp-komorowski-wyraznie-przed-duda-bedzie-druga-tura/597jcd;12;kukiz
2015-04-12;http://wyborcza.pl/0,0.html?piano_d=1;Sondaż: Komorowski zwiększa przewagę, Kukiz trzeci zamiast Ogórek;2;http://wyborcza.pl/1,75478,17740395,Sondaz__Komorowski_zwieksza_przewage__Kukiz_trzeci.html;20;kukiz
2015-04-12;http://www.tvp.info/;TNS dla „Wiadomosci”:  Komorowski powieksza przewage, Kukiz zastapil Ogórek na podium;2;http://www.tvp.info.pl/19626911/sondaz-tns-dla-wiadomosci-komorowski-powieksza-przewage-kukiz-zastapil-ogorek-na-podium;18;kukiz
2015-04-12;http://www.wprost.pl/;Nowy sondaż. Rośnie przewaga Komorowskiego, Kukiz na podium;2;http://www.wprost.pl/ar/502230/Nowy-sondaz-Rosnie-przewaga-Komorowskiego-Kukiz-na-podium/;12;kukiz
2015-04-12;http://www.wp.pl;5 min.Pawel Kukiz w Londynie;2;http://wiadomosci.wp.pl/kat,1329,title,Pawel-Kukiz-w-Londynie,wid,17444518,wiadomosc.html;14;kukiz
2015-04-12;http://www.onet.pl/;Apel Kukiza do Polaków w Wielkiej Brytanii;2;http://wiadomosci.onet.pl/kraj/pawel-kukiz-apeluje-do-polakow-w-wielkiej-brytanii/8jq2hw;12;kukiz
2015-04-12;http://natemat.pl/;Kukiz apeluje o filmowanie liczenia glosów i zabezpieczenie urn lancuchami;1;http://natemat.pl/139317,kukiz-apeluje-o-filmowanie-liczenia-glosow-i-chce-aby-urny-wyborcze-zabezpieczac-lancuchami;24;kukiz
2015-04-12;http://www.gazeta.pl;Nowy sondaż TNS: Komorowski 46 proc., Duda tylko 24. Kukiz na podium;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17740244,Wybory_prezydenckie_2015__Sondaz_TNS__Komorowski_46.html;14;kukiz
2015-04-12;http://natemat.pl/;„Bo tutaj jest jak jest” na pelny regulator? Fani Kukiza maja plan obejscia ciszy wyborczej;1;http://natemat.pl/139385,szykuje-sie-awantura-fani-pawla-kukiza-maja-plan-na-obejscie-ciszy-wyborczej;24;kukiz
2015-04-12;http://natemat.pl/;Kukiz i jego bitwa o Anglie. Kandydat szuka poparcia wsród emigrantów;1;http://natemat.pl/139397,pawel-kukiz-i-jego-bitwa-o-anglie-kolejny-kandydat-szuka-poparcia-wsrod-emigrantow;24;kukiz
2015-04-12;http://natemat.pl/;Kukiz trzeci. Znowu powieksza sie róznica miedzy Komorowskim a Duda;1;http://natemat.pl/139361,kukiz-czarnym-koniem-wyborow-jest-trzeci-znowu-powieksza-sie-roznica-miedzy-komorowskim-a-duda;24;kukiz
2015-04-12;http://natemat.pl/;Jarubas na konwencji w Warszawie deklaruje pomoc przedsiebiorcom;1;http://natemat.pl/139329,adam-jarubas-na-konwencji-w-warszawie-deklaruje-pomoc-przedsiebiorcom-a-konkurentow-krytykuje-za-nierealne-obietnice;24;jarubas
2015-04-12;http://natemat.pl/;Palikot na blogu o udziale zony w kampanii: Pomaga mi, bo wszyscy wieszcza kleske;2;http://januszpalikot.natemat.pl/139351,monika-moja-milosc;24;palikot
2015-04-12;http://natemat.pl/;Janusz Palikot;1;http://januszpalikot.natemat.pl/;24;palikot
2015-04-12;http://www.dziennik.pl;Palikot mówi o  dziadowskiej stronie  państwa polskiego;1;http://wiadomosci.dziennik.pl/polityka/artykuly/487636,palikot-o-smolensku-dziadowskiej-stronie-panstwa.html;12;palikot
2015-04-12;http://natemat.pl/;Palikot na blogu o udziale zony w kampanii: Pomaga mi, bo wszyscy wieszcza kleske;1;http://januszpalikot.natemat.pl/139351,monika-moja-milosc;24;palikot
2015-04-13;http://www.wp.pl;Majatkowy pojedynek kandydat�w na prezydenta. Duda i Komorowski bez szans;4;http://www.money.pl/gospodarka/raporty/artykul/wybory-prezydenckie-2015-majatkowy-ranking,183,0,1758647.html;30;komorowski
2015-04-13;http://natemat.pl/;Prezydent Komorowski ratyfikowal konwencje antyprzemocowa.  Jestem po stronie slabszych;4;http://natemat.pl/139465,prezydent-ratyfikowal-konwencje-antyprzemocowa-jestem-po-stronie-slabszych;42;komorowski
2015-04-13;http://www.tvn24.pl/;Komorowski i Duda w II turze. Korwin-Mikke i Kukiz najlepsi   z przegranych. Najnowszy sondaz dla  Faktów  TVN;4;http://fakty.tvn24.pl/fakty-ekstra,52/najnowszy-sondaz-prezydencki-dla-faktow-tvn-komorowski-zyskuje-duda-tez,533046.html;46;komorowski
2015-04-13;http://www.newsweek.pl/;Obiecal i oszukal : Duda rozlicza Komorowskiego [WIDEO];3;http://polska.newsweek.pl/obiecal-i-oszukal-nowy-spot-wyborczy-dudy-uderza-w-komorowskiego,artykuly,360926,1.html;21;komorowski
2015-04-13;http://www.tvn24.pl/;Tutaj na 100 mÄ<U+0099>Å¼czyzn przypada 120 kobiet . Komorowski: eldorado;3;http://fakty.tvn24.pl/ogladaj-online,60/dwa-nowe-spoty-komorowski-o-bezpieczenstwie-duda-o-oszustwie,532737.html;38;komorowski
2015-04-13;http://wyborcza.pl/0,0.html?piano_d=1;Komorowski zwiększa przewagę nad Dudą, Kukiz wyparł z podium Ogórek [NOWY SONDAŻ];3;http://wyborcza.pl/1,75478,17740395,Sondaz__Komorowski_zwieksza_przewage__Kukiz_trzeci.html;19;komorowski
2015-04-13;http://wyborcza.pl/0,0.html?piano_d=1;Tramwaj, którym jechał prezydent Komorowski, wypadł z torów;3;http://lodz.gazeta.pl/lodz/1,35153,17741565,Tramwaj__ktorym_jechal_prezydent_Komorowski__wypadl.html;19;komorowski
2015-04-13;http://wyborcza.pl/0,0.html?piano_d=1;Komorowski ratyfikuje konwencję antyprzemocową. Niewykluczone, że już jutro;3;http://wyborcza.pl/1,75478,17740256,Komorowski_ratyfikuje_konwencje_antyprzemocowa.html;19;komorowski
2015-04-13;http://natemat.pl/;Komorowski wesprze budowe pomnika;3;http://natemat.pl/119743,bronislaw-komorowski-wesprze-budowe-pomnika-upamietniajacego-ofiary-katastrofy-smolenskiej-to-odpowiedz-na-apel-rodzin;24;komorowski
2015-04-13;http://wyborcza.pl/0,0.html?piano_d=1;Zwiększa się przewaga prezydenta Komorowskiego nad Andrzejem Dudą;3;http://wyborcza.pl/1,75478,17742908,Zwieksza_sie_przewaga_prezydenta_Komorowskiego_nad.html;19;komorowski
2015-04-13;http://www.wprost.pl/;Komorowski spotkał się z vlogerem.  Mieszkałem w baraku...;3;http://www.wprost.pl/ar/502278/Komorowski-W-dziecinstwie-mieszkalem-w-baraku-lumperploretariatu/;28;komorowski
2015-04-13;http://www.wprost.pl/;Będzie debata prezydencka w TVP. Pojawi się na niej Bronisław Komorowski?;3;http://www.wprost.pl/ar/502308/Bedzie-debata-prezydencka-w-TVP-Pojawi-sie-na-niej-Bronislaw-Komorowski/;28;komorowski
2015-04-13;http://natemat.pl/;TVP zaprasza wszystkich kandydatów na debate. Bronislaw Komorowski odmówil udzialu;3;http://natemat.pl/139493,tvp-zaprasza-wszystkich-kandydatow-na-debate-prezydencka-bronislaw-komorowski-odmowil-udzialu;24;komorowski
2015-04-13;http://natemat.pl/;Prezydent Komorowski ratyfikowal konwencje.  Jestem po stronie slabszych;3;http://natemat.pl/139465,prezydent-ratyfikowal-konwencje-antyprzemocowa-jestem-po-stronie-slabszych;24;komorowski
2015-04-13;http://www.gazeta.pl;Debata 5 maja w TVP. Siedmiu potwierdziło, Komorowskiego nie będzie, a Ogórek stawia warunek;3;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17749359,Wybory_prezydenckie_2015__Debata_w_TVP___5_maja__Siedmiu.html;20;komorowski
2015-04-13;http://www.wp.pl;wazneTramwaj z Komorowskim wypadl z szyn;2;http://wiadomosci.wp.pl/kat,1019395,title,Incydent-w-Lodzkiem-Tramwaj-z-prezydentem-Bronislawem-Komorowskim-wypadl-z-szyn,wid,17443753,wiadomosc.html;14;komorowski
2015-04-13;http://www.wprost.pl/;Nowy sondaż. Rośnie przewaga Komorowskiego, Kukiz na podium;2;http://www.wprost.pl/ar/502230/Nowy-sondaz-Rosnie-przewaga-Komorowskiego-Kukiz-na-podium/;12;komorowski
2015-04-13;http://www.wprost.pl/;Wykoleił się zabytkowy tramwaj z Komorowskim.  Wyczuwam konkurencję;2;http://www.wprost.pl/ar/502222/Wykoleil-sie-zabytkowy-tramwaj-z-Komorowskim-Wyczuwam-konkurencje/;12;komorowski
2015-04-13;http://www.onet.pl/;Wykoleil sie tramwaj z B. Komorowskim;2;http://wiadomosci.onet.pl/kraj/wykoleil-sie-tramwaj-z-prezydentem-komorowskim-podejrzewam-konkurencje/yqg47f;12;komorowski
2015-04-13;http://natemat.pl/;Nowy spot Komorowskiego: z Naleczem, Obama i Hollandem;2;http://natemat.pl/139353,nowy-spot-komorowskiego-z-naleczem-obama-i-hollandem-w-srode-podsumuje-piec-lat-prezydentury;24;komorowski
2015-04-13;http://natemat.pl/;PiS przypomina niespelnione obietnice Bronislawa Komorowskiego;2;http://natemat.pl/139357,obiecal-i-oszukal-pis-przypomina-niespelnione-obietnice-bronislawa-komorowskiego-podatki-doplaty-i-wiek-emerytalny;24;komorowski
2015-04-13;http://www.dziennik.pl;Tramwaj z Bronisławem Komorowskim wypadł z torów;2;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/487694,lodzkie-tramwaj-wypadl-z-torow-w-srodku-bronislaw-komorowski.html;22;komorowski
2015-04-13;http://www.dziennik.pl;Komorowski pokazał nowy SPOT: Obama, obawa i nadzieja...;2;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/487667,prezydent-komorowski-pokazal-nowy-spot-wyborczy.html;22;komorowski
2015-04-13;http://www.dziennik.pl;PiS uderza w Komorowskiego: Obiecał i oszukał. WIDEO;2;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/487677,pis-uderza-w-komorowskiego-spotem-obiecal-i-oszukal.html;22;komorowski
2015-04-13;http://www.tvp.info/;10:07    Tylko u nas    Czy PiS przeprosi za wykorzystanie bledu Komorowskiego? „Nikogo nie oszukalismy”;2;http://www.tvp.info.pl/19635888/czy-pis-przeprosi-za-wykorzystanie-bledu-komorowskiego-nikogo-nie-oszukalismy-puscilismy-tylko-wypowiedz;18;komorowski
2015-04-13;http://www.wprost.pl/;Szydło: Komorowski obiecał i oszukał, zmusimy go do debaty;2;http://www.wprost.pl/ar/502258/Szydlo-Komorowski-obiecal-i-oszukal-zmusimy-go-do-debaty/;12;komorowski
2015-04-13;http://www.newsweek.pl/;Komorowski w kawalerce Jakóbiaka;2;http://polska.newsweek.pl/prezydent-bronislaw-komorowski-w-kawalerce-jakobiaka,artykuly,360950,1.html;21;komorowski
2015-04-13;http://www.newsweek.pl/;Obiecal i oszukal : Duda rozlicza Komorowskiego [WIDEO];2;http://polska.newsweek.pl/obiecal-i-oszukal-nowy-spot-wyborczy-dudy-uderza-w-komorowskiego,artykuly,360926,1.html;21;komorowski
2015-04-13;http://www.wprost.pl/;Komorowski: W dzieciństwie mieszkałem w baraku lumperploretariatu;2;http://www.wprost.pl/ar/502278/Komorowski-W-dziecinstwie-mieszkalem-w-baraku-lumperploretariatu/;12;komorowski
2015-04-13;http://www.wprost.pl/;Reklamy PiS w tabloidach.  Komorowski obiecał i kłamał;2;http://www.wprost.pl/ar/502274/Reklamy-PiS-w-tabloidach-Komorowski-obiecal-i-klamal/;12;komorowski
2015-04-13;http://www.wprost.pl/;Komorowski ratyfikował konwencję antyprzemocową;2;http://www.wprost.pl/ar/502273/Komorowski-ratyfikowal-konwencje-antyprzemocowa/;12;komorowski
2015-04-13;http://www.onet.pl/;Komorowski: to bylaby miedzynarodowa hanba;2;http://wiadomosci.onet.pl/kraj/prezydent-ratyfikowal-konwencje-antyprzemocowa/6bj1vy;12;komorowski
2015-04-13;http://natemat.pl/;Komorowski wesprze budowe pomnika;2;http://natemat.pl/119743,bronislaw-komorowski-wesprze-budowe-pomnika-upamietniajacego-ofiary-katastrofy-smolenskiej-to-odpowiedz-na-apel-rodzin;24;komorowski
2015-04-13;http://wyborcza.pl/0,0.html?piano_d=1;Konwencja antyprzemocowa ratyfikowana przez Bronisława Komorowskiego;2;http://wyborcza.pl/1,75478,17745038,Konwencja_antyprzemocowa_ratyfikowana_przez_Bronislawa.html;20;komorowski
2015-04-13;http://www.wp.pl;1 godz.Politolog: Komorowski walczy o ogryzki wyborcze;2;http://wiadomosci.wp.pl/kat,1342,title,Politolodzy-o-ratyfikacji-konwencji-to-walka-o-lewicowy-i-centrowy-elektorat,wid,17446667,wiadomosc.html;14;komorowski
2015-04-13;http://www.wprost.pl/;Tyszkiewicz o Komorowskim: Potrafi łączyć ponad podziałami;2;http://www.wprost.pl/ar/502293/Tyszkiewicz-o-Komorowskim-Potrafi-laczyc-ponad-podzialami/;12;komorowski
2015-04-13;http://natemat.pl/;Polityczna burza wokól  20m2 . Czemu w programie Jakóbiaka pojawil sie tylko Komorowski?;2;http://natemat.pl/139483,polityczna-burza-wokol-programu-20m2-lukasz-jakobiak-odpowiada-krytykom;24;komorowski
2015-04-13;http://www.wp.pl;2 godz.PiS rozlicza Komorowskiego z obietnic;2;http://wiadomosci.wp.pl/kat,1342,title,PiS-rozlicza-Bronislawa-Komorowskiego-z-obietnic-i-prezydentury,wid,17446933,wiadomosc.html;14;komorowski
2015-04-13;http://www.wprost.pl/;Będzie debata prezydencka w TVP. Pojawi się na niej Bronisław Komorowski?;2;http://www.wprost.pl/ar/502308/Bedzie-debata-prezydencka-w-TVP-Pojawi-sie-na-niej-Bronislaw-Komorowski/;12;komorowski
2015-04-13;http://www.newsweek.pl/;Rzecznik episkopatu krytykuje Komorowskiego. Za konwencje antyprzemocowa;2;http://polska.newsweek.pl/konwencja-antyprzemocowa-ratyfikowana-ks-kloch-episkopat,artykuly,360994,1.html;21;komorowski
