"TvPInfo";"WpPl";"WprostPl";"OnetPl";"NewsweekPl";"Tvn24Pl";"NatematPl";"GazetaPl";"DziennikPl";"WyborczaPl";"date";"surname"
0;0.1333;0.1071;0.375;0.1;0;0.0909;0;0.1333;0.0625;2015-05-04;kukiz
0;0;0.0357;0;0;0;0.0455;0.1429;0;0.0625;2015-05-04;jarubas
0;0;0.1429;0;0;0;0.0455;0;0;0;2015-05-04;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-04;wilk
0;0;0;0;0;0;0;0;0.0667;0;2015-05-04;braun
0;0;0;0;0;0;0;0;0;0;2015-05-04;tanajno
0.1333;0.3333;0.3415;0.2174;0.2632;0.2826;0.2273;0.3333;0.3636;0.3333;2015-05-05;komorowski
0.5333;0.1667;0.3902;0.2174;0.0526;0.3478;0.2727;0.0833;0.1818;0.2083;2015-05-05;duda
0;0.0278;0;0;0;0;0.0227;0;0;0.0417;2015-05-05;ogorek
0.0667;0.0833;0.1463;0.0435;0.0526;0.0435;0.1136;0.0833;0;0;2015-05-05;korwin
0.0667;0.1111;0.1707;0.1304;0.0526;0;0.25;0.1667;0.0909;0;2015-05-05;kukiz
0.0667;0.0278;0.0244;0.087;0;0;0;0;0;0;2015-05-05;jarubas
0.0667;0;0.0732;0.0435;0;0;0.0682;0;0;0;2015-05-05;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-05;wilk
0;0.0278;0;0;0;0;0;0;0;0;2015-05-05;braun
0.0667;0;0;0.0435;0;0;0;0;0;0;2015-05-05;tanajno
0.0909;0.1667;0.2121;0.2083;0.3333;0.275;0.1842;0.2857;0.2857;0.3077;2015-05-06;komorowski
0.1818;0;0.2727;0.125;0.2083;0.3;0.3684;0.1429;0.0714;0.2308;2015-05-06;duda
0;0;0;0;0;0;0;0;0.0714;0;2015-05-06;ogorek
0.2727;0.2083;0.1818;0.1667;0.125;0.05;0.1316;0.2857;0.1429;0;2015-05-06;korwin
0.1818;0.3333;0.2121;0.2917;0.125;0.2;0.2105;0.2143;0.0714;0.1538;2015-05-06;kukiz
0;0.0417;0.0303;0;0;0;0;0;0;0.0769;2015-05-06;jarubas
0.0909;0.0417;0.1515;0.0417;0;0;0;0;0;0;2015-05-06;palikot
0.0909;0.0417;0;0;0;0;0;0;0;0;2015-05-06;wilk
0;0.0417;0;0;0;0;0.0263;0;0;0;2015-05-06;braun
0.0909;0;0;0;0;0;0;0;0;0;2015-05-06;tanajno
0.25;0.0667;0.0556;0.2353;0.2727;0;0.0968;0.2727;0.3333;0.0714;2015-05-07;komorowski
0.25;0.3333;0.2222;0.1765;0.1818;0.186;0.2258;0.0909;0.2222;0.1429;2015-05-07;duda
0;0;0;0;0;0;0;0;0.1111;0.0714;2015-05-07;ogorek
0;0.2;0.1667;0.0588;0.0909;0.186;0.1613;0.1818;0.2222;0.1429;2015-05-07;korwin
0.125;0.3333;0.3889;0.2941;0.0909;0.2791;0.3871;0.1818;0.3333;0.2857;2015-05-07;kukiz
0;0;0;0.0588;0;0;0;0;0;0;2015-05-07;jarubas
0;0.0667;0.0556;0;0;0.0233;0;0;0;0;2015-05-07;palikot
0;0.0667;0;0;0;0;0;0;0;0;2015-05-07;wilk
0;0;0;0;0;0;0.0645;0;0;0;2015-05-07;braun
0;0;0;0;0;0;0;0;0;0;2015-05-07;tanajno
0.1333;0.1429;0.25;0.2963;0.1351;0.2794;0.2;0.2174;0.125;0.25;2015-05-08;komorowski
0.2667;0.2143;0.1562;0.0741;0.1351;0.3235;0.15;0.3913;0.3125;0.1;2015-05-08;duda
0;0;0;0;0;0;0.025;0;0;0.05;2015-05-08;ogorek
0.0667;0.0476;0.0938;0.037;0;0.0441;0;0;0;0.05;2015-05-08;korwin
0.1333;0.2143;0.1875;0.2222;0.1351;0.0882;0.225;0.2609;0.25;0.35;2015-05-08;kukiz
0;0;0;0;0;0;0;0;0;0;2015-05-08;jarubas
0.0667;0;0.0312;0.037;0;0;0;0;0;0;2015-05-08;palikot
0;0.0238;0.0312;0;0;0;0;0;0;0;2015-05-08;wilk
0;0;0;0;0;0;0.025;0;0;0.05;2015-05-08;braun
0;0;0;0;0;0;0;0;0;0;2015-05-08;tanajno
0;0.2222;0.1111;0.1667;0.12;0.6087;0.0909;0.25;0.2222;0.1176;2015-05-09;komorowski
0;0.1667;0.2778;0.25;0.12;0.1739;0.0909;0.3333;0.3333;0.1176;2015-05-09;duda
0;0;0;0;0;0;0;0;0;0.0588;2015-05-09;ogorek
0;0.1111;0.1111;0.0833;0;0;0;0;0;0.0588;2015-05-09;korwin
0;0.3333;0.2778;0.1667;0.12;0.1304;0.2727;0.3333;0.3333;0.2941;2015-05-09;kukiz
0;0;0;0;0;0;0;0;0;0;2015-05-09;jarubas
0;0;0.0556;0;0;0;0;0;0;0;2015-05-09;palikot
0;0.0556;0;0;0;0;0;0;0;0;2015-05-09;wilk
0;0;0;0;0;0;0;0;0;0;2015-05-09;braun
0;0;0;0;0;0;0;0;0;0;2015-05-09;tanajno
0.3;0.2353;0.1;0.2632;0.1;0.25;0.125;0.1111;0.3;0.125;2015-05-10;komorowski
0.2;0.1176;0.2;0.3158;0.2;0.25;0;0.1111;0.1;0.1875;2015-05-10;duda
0;0;0;0;0;0;0;0;0;0;2015-05-10;ogorek
0;0;0.1;0.0526;0;0;0;0;0.1;0;2015-05-10;korwin
0.2;0.1176;0.2;0.2105;0;0;0.25;0;0.1;0.125;2015-05-10;kukiz
0;0;0;0;0;0;0;0;0;0;2015-05-10;jarubas
0;0;0.05;0;0;0;0;0;0;0;2015-05-10;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-10;wilk
0;0;0;0;0;0;0;0;0;0;2015-05-10;braun
0;0;0;0;0;0;0;0;0;0;2015-05-10;tanajno
0.425;0.2987;0.3571;0.28;0.3636;0.4331;0.1944;0.3409;0.25;0.3714;2015-05-11;komorowski
0.375;0.1688;0.3095;0.32;0.5909;0.3543;0.3611;0.2955;0.375;0.2286;2015-05-11;duda
0;0;0;0.04;0;0;0;0.0227;0;0.0857;2015-05-11;ogorek
0.025;0.026;0.0238;0.02;0;0.063;0;0.0682;0.125;0;2015-05-11;korwin
0.325;0.2727;0.2143;0.4;0.2727;0.1732;0.2778;0.3182;0.125;0.4;2015-05-11;kukiz
0.025;0;0;0;0;0.0236;0;0;0;0;2015-05-11;jarubas
0;0;0;0;0;0.0394;0;0.0455;0;0;2015-05-11;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-11;wilk
0;0;0;0;0;0;0.0278;0;0;0;2015-05-11;braun
0.025;0;0;0;0;0;0;0;0;0;2015-05-11;tanajno
0.5455;0.3846;0.3478;0.3958;0.45;0.3871;0.4146;0.4828;0.5185;0.3784;2015-05-12;komorowski
0.2121;0.25;0.2826;0.25;0.45;0.3011;0.4146;0.1379;0.2222;0.1892;2015-05-12;duda
0;0;0;0.0208;0;0;0;0;0;0;2015-05-12;ogorek
0.0303;0.0385;0.0217;0.0417;0;0.0323;0;0;0.037;0;2015-05-12;korwin
0.2727;0.2115;0.2391;0.25;0.25;0.1183;0.1951;0.2414;0.2222;0.2703;2015-05-12;kukiz
0;0;0;0;0;0;0;0;0;0;2015-05-12;jarubas
0;0;0;0;0;0;0;0;0;0;2015-05-12;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-12;wilk
0;0;0;0;0;0;0;0;0;0;2015-05-12;braun
0.0606;0;0.0217;0;0;0;0;0;0;0;2015-05-12;tanajno
0.3333;0.75;0.2;0.3333;0.2;0.2857;0.2667;0.75;0.5;0.1667;2015-05-13;komorowski
0.3333;0.25;0.2667;0.3333;0.8;0.3571;0.4667;0.5;0.3333;0.1667;2015-05-13;duda
0;0;0;0;0;0;0;0;0;0;2015-05-13;ogorek
0;0;0;0.1667;0;0;0;0;0;0;2015-05-13;korwin
0.6667;0.1667;0.3333;0.3333;0.4;0.1071;0.1333;0.25;0.1667;0.5;2015-05-13;kukiz
0;0;0;0;0;0;0;0;0;0;2015-05-13;jarubas
0;0;0;0;0;0;0;0;0;0;2015-05-13;palikot
0;0;0;0;0;0;0;0;0;0;2015-05-13;wilk
0;0;0;0;0;0;0;0;0;0;2015-05-13;braun
0;0;0;0;0;0;0;0;0;0;2015-05-13;tanajno
