"id";"names";"id.page";"name.page";"2015-04-05";"2015-04-06";"2015-04-07";"2015-04-08";"2015-04-10";"2015-04-11";"2015-04-12";"2015-04-13";"2015-04-14";"2015-04-15";"2015-04-16";"2015-04-17";"2015-04-23";"2015-04-24";"2015-04-25";"2015-04-26";"2015-04-27";"2015-04-28";"2015-04-29";"2015-05-02";"2015-05-03";"2015-05-04";"2015-05-05";"2015-05-06";"2015-05-07";"2015-05-08";"2015-05-09";"2015-05-10"
10;"Grzegorz Braun";368902689980960;"Grzegorz Braun";113;122;135;148;172;172;172;175;175;175;178;178;213;225;237;274;321;417;529;637;659;690;706;737;752;760;777;784
10;"Grzegorz Braun";423516244481713;"Grzegorz Braun";14;14;17;18;21;21;24;29;30;36;38;43;52;52;52;51;53;57;59;65;69;71;71;77;82;84;86;90
10;"Grzegorz Braun";973776299316688;"Grzegorz Braun na prezydenta";2506;2525;2537;2549;2590;2603;2634;2673;2689;2704;2721;2748;2882;2895;2910;2940;2997;3120;3202;3347;3393;3441;3495;3568;3601;3649;3711;3733
10;"Grzegorz Braun";1538401599758196;"Grzegorz Braun";19;19;19;19;21;21;22;22;22;22;22;23;25;25;25;25;26;26;27;28;29;29;29;29;29;29;29;29
